symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address,exchange
,long,,72557.0,,2026-03-16T03:20:12.622276+00:00,hyperliquid,,,,BTC,0.16727,12136.60939,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,72582.0,,2026-03-16T03:21:13.219219+00:00,hyperliquid,,,,BTC,0.15434,11202.30588,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,
,long,,72582.0,,2026-03-16T03:21:13.825997+00:00,hyperliquid,,,,BTC,0.15434,11202.30588,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,
,long,,72574.0,,2026-03-16T03:19:42.490901+00:00,hyperliquid,,,,BTC,0.15301,11104.54774,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,
,long,,72574.0,,2026-03-16T03:19:42.836609+00:00,hyperliquid,,,,BTC,0.15301,11104.54774,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,
,long,,72662.0,,2026-03-16T03:22:10.770245+00:00,hyperliquid,,,,BTC,0.14727,10700.93274,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x13558be785661958932ceac35ba20de187275a42,
,long,,72662.0,,2026-03-16T03:22:11.909499+00:00,hyperliquid,,,,BTC,0.14727,10700.93274,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x13558be785661958932ceac35ba20de187275a42,
BTC,SHORT,10217.92,72673.7,14.06,1773631289417,okx,,,,,,,,,
BTC,SHORT,8123.33,72724.5,11.17,1773631412728,okx,,,,,,,,,
,long,,72678.0,,2026-03-16T03:21:40.816195+00:00,hyperliquid,,,,BTC,0.10408,7564.32624,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,72678.0,,2026-03-16T03:21:43.352313+00:00,hyperliquid,,,,BTC,0.10408,7564.32624,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,72577.0,,2026-03-16T03:19:10.659624+00:00,hyperliquid,,,,BTC,0.10264,7449.30328,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,72577.0,,2026-03-16T03:19:10.662672+00:00,hyperliquid,,,,BTC,0.10264,7449.30328,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,72678.0,,2026-03-16T03:21:40.817348+00:00,hyperliquid,,,,BTC,0.09814,7132.618920000001,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,
,long,,72678.0,,2026-03-16T03:21:43.353194+00:00,hyperliquid,,,,BTC,0.09814,7132.618920000001,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,
BTC,SHORT,6798.27,73099.7,0.093,1773631413444,bybit,,,,,,,,,
,long,,72639.0,,2026-03-16T03:23:10.380542+00:00,hyperliquid,,,,BTC,0.07717,5605.55163,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xe92cdf7b804a836a71219cda2b00274d57ac030f,
,long,,72639.0,,2026-03-16T03:23:10.388583+00:00,hyperliquid,,,,BTC,0.07717,5605.55163,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xe92cdf7b804a836a71219cda2b00274d57ac030f,
,long,,72639.0,,2026-03-16T03:23:12.010642+00:00,hyperliquid,,,,BTC,0.07068,5134.12452,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,
,long,,72639.0,,2026-03-16T03:23:12.019535+00:00,hyperliquid,,,,BTC,0.07068,5134.12452,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,
,long,,72577.0,,2026-03-16T03:19:10.659951+00:00,hyperliquid,,,,BTC,0.06463,4690.651510000001,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,72577.0,,2026-03-16T03:19:10.662978+00:00,hyperliquid,,,,BTC,0.06463,4690.651510000001,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,72678.0,,2026-03-16T03:21:40.636620+00:00,hyperliquid,,,,BTC,0.05034,3658.61052,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x0284feafc5f73ee11e4d3ad77a08af39aa5399a2,
,long,,72678.0,,2026-03-16T03:21:40.642692+00:00,hyperliquid,,,,BTC,0.05034,3658.61052,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x0284feafc5f73ee11e4d3ad77a08af39aa5399a2,
,long,,72574.0,,2026-03-16T03:19:40.359575+00:00,hyperliquid,,,,BTC,0.04682,3397.91468,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x023a3d058020fb76cca98f01b3c48c8938a22355,
,long,,72574.0,,2026-03-16T03:19:40.376443+00:00,hyperliquid,,,,BTC,0.04682,3397.91468,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x023a3d058020fb76cca98f01b3c48c8938a22355,
BTC,SHORT,3354.734,72929.0,0.046,1773631276311,binance,LIMIT,72657.2,FILLED,,,,,,
BTC,SHORT,2986.2,72657.0,4.11,1773631277044,okx,,,,,,,,,
BTC,SHORT,2339.6,73112.4,0.032,1773631417943,bybit,,,,,,,,,
BTC,SHORT,1022.59,73042.2,0.014,1773631289444,bybit,,,,,,,,,
BTC,SHORT,956.92,73047.1,1.31,1773631468116,okx,,,,,,,,,okx
BTC,SHORT,948.7309,72979.3,0.013,1773631302634,binance,LIMIT,72679.1,FILLED,,,,,,
BTC,SHORT,884.1,73066.2,1.21,1773631469173,okx,,,,,,,,,okx
BTC,SHORT,803.67,73061.0,0.011,1773631404944,bybit,,,,,,,,,
,short,,72552.0,,2026-03-16T03:18:54.818663+00:00,hyperliquid,,,,BTC,0.00892,647.16384,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72552.0,,2026-03-16T03:18:54.859789+00:00,hyperliquid,,,,BTC,0.00892,647.16384,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72570.0,,2026-03-16T03:19:24.494750+00:00,hyperliquid,,,,BTC,0.00838,608.1366,0x162cc7c861ebd0c06b3d72319201150482518185,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72570.0,,2026-03-16T03:19:24.497615+00:00,hyperliquid,,,,BTC,0.00838,608.1366,0x162cc7c861ebd0c06b3d72319201150482518185,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72459.0,,2026-03-16T03:15:54.482656+00:00,hyperliquid,,,,BTC,0.00823,596.3375699999999,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72459.0,,2026-03-16T03:15:55.104566+00:00,hyperliquid,,,,BTC,0.00823,596.3375699999999,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72456.0,,2026-03-16T03:15:24.240660+00:00,hyperliquid,,,,BTC,0.00769,557.18664,0xa62b923a112d50d03e1e096bbd53422490dac104,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72456.0,,2026-03-16T03:15:25.144344+00:00,hyperliquid,,,,BTC,0.00769,557.18664,0xa62b923a112d50d03e1e096bbd53422490dac104,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72555.0,,2026-03-16T03:18:24.580459+00:00,hyperliquid,,,,BTC,0.00761,552.14355,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72555.0,,2026-03-16T03:18:24.613503+00:00,hyperliquid,,,,BTC,0.00761,552.14355,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72525.0,,2026-03-16T03:17:54.434341+00:00,hyperliquid,,,,BTC,0.00746,541.0364999999999,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72525.0,,2026-03-16T03:17:55.657434+00:00,hyperliquid,,,,BTC,0.00746,541.0364999999999,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72577.0,,2026-03-16T03:19:54.588058+00:00,hyperliquid,,,,BTC,0.0067,486.26590000000004,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72577.0,,2026-03-16T03:19:54.595111+00:00,hyperliquid,,,,BTC,0.0067,486.26590000000004,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72492.0,,2026-03-16T03:14:54.521178+00:00,hyperliquid,,,,BTC,0.00662,479.89704,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72492.0,,2026-03-16T03:14:55.418837+00:00,hyperliquid,,,,BTC,0.00662,479.89704,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,long,,72658.0,,2026-03-16T03:21:24.341673+00:00,hyperliquid,,,,BTC,0.00637,462.83146,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cb562384765bea1612ceb60007e315f904fbe86,
,long,,72658.0,,2026-03-16T03:21:24.360706+00:00,hyperliquid,,,,BTC,0.00637,462.83146,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cb562384765bea1612ceb60007e315f904fbe86,
BTC,SHORT,437.70384,72950.64,0.006,1773631280345,binance,LIMIT,72660.0,FILLED,,,,,,
,long,,72554.0,,2026-03-16T03:20:24.391514+00:00,hyperliquid,,,,BTC,0.00602,436.77508,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,
,long,,72554.0,,2026-03-16T03:20:24.404265+00:00,hyperliquid,,,,BTC,0.00602,436.77508,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,
,long,,72741.0,,2026-03-16T03:23:54.329676+00:00,hyperliquid,,,,BTC,0.00592,430.62672,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,
,long,,72741.0,,2026-03-16T03:23:54.345391+00:00,hyperliquid,,,,BTC,0.00592,430.62672,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,
,short,,72468.0,,2026-03-16T03:16:24.428880+00:00,hyperliquid,,,,BTC,0.00592,429.01056,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72468.0,,2026-03-16T03:16:24.442665+00:00,hyperliquid,,,,BTC,0.00592,429.01056,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
BTC,SHORT,428.93,72700.4,0.59,1773631405576,okx,,,,,,,,,
,long,,72553.0,,2026-03-16T03:18:54.818995+00:00,hyperliquid,,,,BTC,0.00573,415.72869,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,72553.0,,2026-03-16T03:18:54.865818+00:00,hyperliquid,,,,BTC,0.00573,415.72869,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,72571.0,,2026-03-16T03:19:24.495668+00:00,hyperliquid,,,,BTC,0.00537,389.70626999999996,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd3943e40080322c21c65d94966d4212331302c92,
,long,,72571.0,,2026-03-16T03:19:24.498081+00:00,hyperliquid,,,,BTC,0.00537,389.70626999999996,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd3943e40080322c21c65d94966d4212331302c92,
,long,,72460.0,,2026-03-16T03:15:55.105043+00:00,hyperliquid,,,,BTC,0.00528,382.5888,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,
,long,,72460.0,,2026-03-16T03:15:55.114716+00:00,hyperliquid,,,,BTC,0.00528,382.5888,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,
,short,,72505.0,,2026-03-16T03:16:55.243870+00:00,hyperliquid,,,,BTC,0.00518,375.5759,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72505.0,,2026-03-16T03:16:55.246347+00:00,hyperliquid,,,,BTC,0.00518,375.5759,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
BTC,SHORT,364.8185,72963.7,0.005,1773631289413,binance,LIMIT,72671.9,FILLED,,,,,,
,long,,72457.0,,2026-03-16T03:15:25.144730+00:00,hyperliquid,,,,BTC,0.00493,357.21301000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x13558be785661958932ceac35ba20de187275a42,
,long,,72457.0,,2026-03-16T03:15:25.170779+00:00,hyperliquid,,,,BTC,0.00493,357.21301000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x13558be785661958932ceac35ba20de187275a42,
,long,,72503.0,,2026-03-16T03:17:25.879147+00:00,hyperliquid,,,,BTC,0.00489,354.53967,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355,
,long,,72503.0,,2026-03-16T03:17:25.885788+00:00,hyperliquid,,,,BTC,0.00489,354.53967,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355,
,long,,72656.0,,2026-03-16T03:22:25.589075+00:00,hyperliquid,,,,BTC,0.00484,351.65504,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
,long,,72656.0,,2026-03-16T03:22:25.597000+00:00,hyperliquid,,,,BTC,0.00484,351.65504,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
,long,,72722.0,,2026-03-16T03:24:25.251080+00:00,hyperliquid,,,,BTC,0.00471,342.52062,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x8f63c88fccae90c1f9eb8b447f830bce7b71dd74,
,long,,72722.0,,2026-03-16T03:24:25.253087+00:00,hyperliquid,,,,BTC,0.00471,342.52062,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x8f63c88fccae90c1f9eb8b447f830bce7b71dd74,
,short,,72502.0,,2026-03-16T03:17:25.878692+00:00,hyperliquid,,,,BTC,0.00452,327.70903999999996,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72502.0,,2026-03-16T03:17:25.885377+00:00,hyperliquid,,,,BTC,0.00452,327.70903999999996,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,long,,72626.0,,2026-03-16T03:22:55.401732+00:00,hyperliquid,,,,BTC,0.00449,326.09074,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,
,long,,72626.0,,2026-03-16T03:22:55.416288+00:00,hyperliquid,,,,BTC,0.00449,326.09074,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,
,long,,72472.0,,2026-03-16T03:16:24.429839+00:00,hyperliquid,,,,BTC,0.00445,322.5004,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea,
,long,,72472.0,,2026-03-16T03:16:24.443790+00:00,hyperliquid,,,,BTC,0.00445,322.5004,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea,
BTC,SHORT,314.25,73081.9,0.43,1773631472037,okx,,,,,,,,,okx
,long,,72493.0,,2026-03-16T03:14:55.419196+00:00,hyperliquid,,,,BTC,0.00424,307.37032,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,
,long,,72493.0,,2026-03-16T03:14:56.481753+00:00,hyperliquid,,,,BTC,0.00424,307.37032,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,
,long,,72529.0,,2026-03-16T03:17:55.658697+00:00,hyperliquid,,,,BTC,0.00413,299.54476999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xec8452247143d06e98f97c352408070bb7ffaddd,
,long,,72529.0,,2026-03-16T03:17:55.665998+00:00,hyperliquid,,,,BTC,0.00413,299.54476999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xec8452247143d06e98f97c352408070bb7ffaddd,
BTC,SHORT,292.44,73110.7,0.004,1773631416443,bybit,,,,,,,,,
,long,,72669.0,,2026-03-16T03:21:54.378400+00:00,hyperliquid,,,,BTC,0.00399,289.94930999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,
,long,,72669.0,,2026-03-16T03:21:54.388076+00:00,hyperliquid,,,,BTC,0.00399,289.94930999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,
,long,,72578.0,,2026-03-16T03:19:56.518869+00:00,hyperliquid,,,,BTC,0.00331,240.23318,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,
,long,,72578.0,,2026-03-16T03:19:56.526834+00:00,hyperliquid,,,,BTC,0.00331,240.23318,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,
,short,,72502.0,,2026-03-16T03:17:24.348709+00:00,hyperliquid,,,,BTC,0.0031,224.75619999999998,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72502.0,,2026-03-16T03:17:24.355249+00:00,hyperliquid,,,,BTC,0.0031,224.75619999999998,0xb3a38662575bdf1541013ce987934dba919851ea,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,long,,72574.0,,2026-03-16T03:21:12.685316+00:00,hyperliquid,,,,BTC,0.003,217.722,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72574.0,,2026-03-16T03:21:13.821398+00:00,hyperliquid,,,,BTC,0.003,217.722,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72572.0,,2026-03-16T03:20:56.389439+00:00,hyperliquid,,,,BTC,0.003,217.716,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72572.0,,2026-03-16T03:20:56.446408+00:00,hyperliquid,,,,BTC,0.003,217.716,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72556.0,,2026-03-16T03:18:24.581371+00:00,hyperliquid,,,,BTC,0.003,217.668,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72556.0,,2026-03-16T03:18:24.614791+00:00,hyperliquid,,,,BTC,0.003,217.668,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72512.0,,2026-03-16T03:16:55.247808+00:00,hyperliquid,,,,BTC,0.003,217.536,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,long,,72512.0,,2026-03-16T03:16:55.255797+00:00,hyperliquid,,,,BTC,0.003,217.536,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,
,short,,72470.0,,2026-03-16T03:16:24.428278+00:00,hyperliquid,,,,BTC,0.003,217.41,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,short,,72470.0,,2026-03-16T03:16:24.441947+00:00,hyperliquid,,,,BTC,0.003,217.41,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,
,long,,72523.0,,2026-03-16T03:17:44.318994+00:00,hyperliquid,,,,BTC,0.00251,182.03273000000002,0x8c294aeb643f8099f3d15fb47e437edd72df4022,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,72523.0,,2026-03-16T03:17:45.549203+00:00,hyperliquid,,,,BTC,0.00251,182.03273000000002,0x8c294aeb643f8099f3d15fb47e437edd72df4022,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,72745.0,,2026-03-16T03:23:43.671996+00:00,hyperliquid,,,,BTC,0.00225,163.67624999999998,0x8c294aeb643f8099f3d15fb47e437edd72df4022,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,72745.0,,2026-03-16T03:23:46.576119+00:00,hyperliquid,,,,BTC,0.00225,163.67624999999998,0x8c294aeb643f8099f3d15fb47e437edd72df4022,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,short,,72587.0,,2026-03-16T03:18:35.342346+00:00,hyperliquid,,,,BTC,0.00219,158.96553,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72587.0,,2026-03-16T03:18:35.354550+00:00,hyperliquid,,,,BTC,0.00219,158.96553,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72535.0,,2026-03-16T03:18:05.407476+00:00,hyperliquid,,,,BTC,0.00219,158.85165,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72535.0,,2026-03-16T03:18:05.421787+00:00,hyperliquid,,,,BTC,0.00219,158.85165,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72497.0,,2026-03-16T03:17:06.295608+00:00,hyperliquid,,,,BTC,0.00219,158.76843,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72497.0,,2026-03-16T03:17:06.300256+00:00,hyperliquid,,,,BTC,0.00219,158.76843,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72475.0,,2026-03-16T03:15:05.490342+00:00,hyperliquid,,,,BTC,0.00219,158.72025000000002,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72475.0,,2026-03-16T03:15:05.515810+00:00,hyperliquid,,,,BTC,0.00219,158.72025000000002,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
,short,,72466.0,,2026-03-16T03:16:05.785212+00:00,hyperliquid,,,,BTC,0.00219,158.70054000000002,0x162cc7c861ebd0c06b3d72319201150482518185,0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28,
