symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,address,pnl,exchange
BTC,LONG,2930.64,73266.1,4.0,1773671403550,okx,,,,,,,,,
BTC,LONG,2454.7,73714.7,3.33,1773671372198,okx,,,,,,,,,
BTC,LONG,2346.82,73799.5,3.18,1773671358073,okx,,,,,,,,,
BTC,LONG,2343.14,73683.5,3.18,1773671373508,okx,,,,,,,,,
BTC,LONG,2247.23,73679.7,3.05,1773671374862,okx,,,,,,,,,
BTC,LONG,2212.8269999999998,73760.9,0.03,1773671137637,binance,LIMIT,74036.0,FILLED,,,,,,
BTC,LONG,2175.18,73238.3,2.97,1773671405000,okx,,,,,,,,,
BTC,LONG,2134.9307000000003,73618.3,0.029,1773671311506,binance,LIMIT,73887.0,FILLED,,,,,,
BTC,LONG,1910.92,73496.8,0.026,1773671317944,bybit,,,,,,,,,
BTC,LONG,1470.27,73513.3,0.02,1773671312443,bybit,,,,,,,,,
BTC,LONG,1466.62,73330.8,0.02,1773671373443,bybit,,,,,,,,,
BTC,LONG,1265.73,73588.7,1.72,1773671398570,okx,,,,,,,,,
BTC,LONG,1173.4,73337.8,0.016,1773671373443,bybit,,,,,,,,,
BTC,LONG,1106.1015,73740.1,0.015,1773671154458,binance,LIMIT,74036.4,FILLED,,,,,,
BTC,LONG,1028.82,73487.3,0.014,1773671317444,bybit,,,,,,,,,
BTC,LONG,986.83,73644.1,1.34,1773671378382,okx,,,,,,,,,
BTC,LONG,981.52,73247.4,1.34,1773671404243,okx,,,,,,,,,
BTC,LONG,955.93,73532.8,0.013,1773671311444,bybit,,,,,,,,,
BTC,LONG,947.56,73454.5,1.29,1773671361078,okx,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.01126,827.16,0x48e7172a...,-10.46,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.01115,819.08,0x34b6c279...,-9.9,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.01075,789.69,0x8c4af7c4...,-9.94,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.01068,784.55,0x7f125019...,-9.65,
BTC,LONG,735.53,73553.4,0.01,1773671301444,bybit,,,,,,,,,
BTC,LONG,732.7,73269.5,0.01,1773671382944,bybit,,,,,,,,,
BTC,LONG,661.75,73528.1,0.009,1773671311444,bybit,,,,,,,,,
BTC,LONG,660.89,73432.5,0.009,1773671358943,bybit,,,,,,,,,
BTC,LONG,660.16,73351.3,0.009,1773671373443,bybit,,,,,,,,,
BTC,LONG,604.1,73670.4,0.82,1773671376640,okx,,,,,,,,,
BTC,LONG,587.91,73488.2,0.008,1773671317944,bybit,,,,,,,,,
BTC,LONG,586.75,73343.9,0.008,1773671372944,bybit,,,,,,,,,
BTC,LONG,586.58,73322.2,0.008,1773671375443,bybit,,,,,,,,,
BTC,LONG,463.23,73529.3,0.63,1773671325263,okx,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00606,445.17,0xdc96f37e...,-5.62,
BTC,LONG,441.7704,73628.4,0.006,1773671305989,binance,LIMIT,73916.9,FILLED,,,,,,
BTC,LONG,441.5,73582.7,0.006,1773671290443,bybit,,,,,,,,,
BTC,LONG,440.5,73416.5,0.006,1773671359944,bybit,,,,,,,,,
BTC,LONG,440.36,73394.0,0.006,1773671361444,bybit,,,,,,,,,
BTC,LONG,439.83,73304.5,0.006,1773671377444,bybit,,,,,,,,,
BTC,LONG,368.48199999999997,73696.4,0.005,1773671250406,binance,LIMIT,73973.7,FILLED,,,,,,
BTC,LONG,367.62,73524.5,0.005,1773671311444,bybit,,,,,,,,,
BTC,LONG,367.23,73445.2,0.005,1773671358943,bybit,,,,,,,,,
BTC,LONG,366.91,73382.6,0.005,1773671372444,bybit,,,,,,,,,
BTC,LONG,366.72,73344.5,0.005,1773671373944,bybit,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00462,339.39,0xbe0cc800...,-4.36,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00411,301.92,0xeaf52c39...,-3.84,
BTC,LONG,294.82759999999996,73706.9,0.004,1773671244068,binance,LIMIT,73999.9,FILLED,,,,,,
BTC,LONG,294.4916,73622.9,0.004,1773671308766,binance,LIMIT,73915.9,FILLED,,,,,,
BTC,LONG,293.8,73450.6,0.004,1773671326949,bybit,,,,,,,,,
BTC,LONG,293.8,73449.7,0.004,1773671325943,bybit,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00315,231.4,0x9c483867...,-2.86,
BTC,LONG,221.48,73826.0,0.3,1773671324974,okx,,,,,,,,,
BTC,LONG,220.96,73652.4,0.3,1773671289521,okx,,,,,,,,,
BTC,LONG,220.6,73533.5,0.003,1773671311944,bybit,,,,,,,,,
BTC,LONG,220.26,73421.2,0.003,1773671358943,bybit,,,,,,,,,
BTC,LONG,220.02,73340.4,0.003,1773671373443,bybit,,,,,,,,,
BTC,LONG,191.47,73642.1,0.26,1773671299866,okx,,,,,,,,,
BTC,LONG,184.15,73661.2,0.25,1773671280867,okx,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00242,177.77,0xfe09a3ae...,-2.21,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00201,147.65,0x8a26f63f...,-1.94,
BTC,LONG,147.3632,73681.6,0.002,1773671281275,binance,LIMIT,73958.4,FILLED,,,,,,
BTC,LONG,146.93,73465.1,0.002,1773671325943,bybit,,,,,,,,,
BTC,LONG,146.64,73320.8,0.002,1773671374944,bybit,,,,,,,,,
,long,,74058.0,,2026-03-16T14:25:33.624000,hyperliquid,,,,BTC,0.00188,139.23,0x673b836e...,3.4,
BTC,LONG,139.23,74058.0,0.00188,1773671133624,hyperliquid,,,,,,,,,hyperliquid
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00131,96.23,0x4564d9cd...,-1.22,
BTC,LONG,87.87,73227.6,0.12,1773671406007,okx,,,,,,,,,
BTC,LONG,73.63,73626.3,0.001,1773671242460,bybit,,,,,,,,,
BTC,LONG,73.58,73582.5,0.001,1773671290443,bybit,,,,,,,,,
BTC,LONG,73.56,73558.1,0.001,1773671301943,bybit,,,,,,,,,
BTC,LONG,73.45,73450.4,0.1,1773671371411,okx,,,,,,,,,
BTC,LONG,73.44,73440.8,0.001,1773671358943,bybit,,,,,,,,,
BTC,LONG,73.42,73422.5,0.001,1773671358443,bybit,,,,,,,,,
BTC,LONG,73.28,73283.0,0.001,1773671378943,bybit,,,,,,,,,
BTC,LONG,29.46,73658.5,0.04,1773671281050,okx,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00037,27.18,0xb7764cb2...,-0.33,
BTC,LONG,22.04,73477.2,0.03,1773671360403,okx,,,,,,,,,
BTC,LONG,14.7,73515.7,0.02,1773671326668,okx,,,,,,,,,
BTC,LONG,14.64,73223.0,0.02,1773671407039,okx,,,,,,,,,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00016,11.75,0xf6afef39...,-0.15,
,long,,73460.0,,2026-03-16T14:30:12.063000,hyperliquid,,,,BTC,0.00014,10.28,0x69badf09...,-0.13,
BTC,LONG,7.37,73685.8,0.01,1773671249958,okx,,,,,,,,,
BTC,LONG,7.36,73583.2,0.01,1773671311611,okx,,,,,,,,,
BTC,LONG,7.35,73489.1,0.01,1773671359098,okx,,,,,,,,,
