exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address,order_type,avg_price,order_status
,,long,,73437.0,,2026-03-16T07:59:31.400113+00:00,hyperliquid,BTC,0.00492,361.31004,0x1805e1c7683929768c541c142d541224f1076737,0xc8264ebc379e26946e7d31ae4746c27182849755,,,
,,long,,73437.0,,2026-03-16T07:59:31.428427+00:00,hyperliquid,BTC,0.00492,361.31004,0x1805e1c7683929768c541c142d541224f1076737,0xc8264ebc379e26946e7d31ae4746c27182849755,,,
,,long,,73453.0,,2026-03-16T07:58:31.407494+00:00,hyperliquid,BTC,0.00491,360.65423000000004,0x1805e1c7683929768c541c142d541224f1076737,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,,,
,,long,,73453.0,,2026-03-16T07:58:31.416913+00:00,hyperliquid,BTC,0.00491,360.65423000000004,0x1805e1c7683929768c541c142d541224f1076737,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,,,
,,long,,73655.0,,2026-03-16T08:03:55.470100+00:00,hyperliquid,BTC,0.00478,352.07090000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73655.0,,2026-03-16T08:03:55.527996+00:00,hyperliquid,BTC,0.00478,352.07090000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73404.0,,2026-03-16T07:59:54.375983+00:00,hyperliquid,BTC,0.00479,351.60516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73404.0,,2026-03-16T07:59:55.449952+00:00,hyperliquid,BTC,0.00479,351.60516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73460.0,,2026-03-16T07:58:54.818876+00:00,hyperliquid,BTC,0.00478,351.1388,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73460.0,,2026-03-16T07:58:57.043695+00:00,hyperliquid,BTC,0.00478,351.1388,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73635.0,,2026-03-16T08:03:02.000177+00:00,hyperliquid,BTC,0.00475,349.76625,0x1805e1c7683929768c541c142d541224f1076737,0x3410740fccd227c4e8a65ec1411c54f039978c47,,,
,,long,,73635.0,,2026-03-16T08:03:02.354203+00:00,hyperliquid,BTC,0.00475,349.76625,0x1805e1c7683929768c541c142d541224f1076737,0x3410740fccd227c4e8a65ec1411c54f039978c47,,,
,,long,,73638.0,,2026-03-16T08:03:25.272950+00:00,hyperliquid,BTC,0.00474,349.04412,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73638.0,,2026-03-16T08:03:25.390081+00:00,hyperliquid,BTC,0.00474,349.04412,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73624.0,,2026-03-16T08:06:02.242720+00:00,hyperliquid,BTC,0.00474,348.97776000000005,0x1805e1c7683929768c541c142d541224f1076737,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73624.0,,2026-03-16T08:06:02.797695+00:00,hyperliquid,BTC,0.00474,348.97776000000005,0x1805e1c7683929768c541c142d541224f1076737,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73465.0,,2026-03-16T07:57:24.493245+00:00,hyperliquid,BTC,0.00469,344.55084999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73465.0,,2026-03-16T07:57:24.506934+00:00,hyperliquid,BTC,0.00469,344.55084999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73601.0,,2026-03-16T08:01:54.340695+00:00,hyperliquid,BTC,0.00464,341.50864,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,,,
,,long,,73601.0,,2026-03-16T08:01:54.349231+00:00,hyperliquid,BTC,0.00464,341.50864,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,,,
,,long,,73458.0,,2026-03-16T07:56:24.302355+00:00,hyperliquid,BTC,0.00429,315.13482000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73458.0,,2026-03-16T07:56:24.320364+00:00,hyperliquid,BTC,0.00429,315.13482000000005,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73455.0,,2026-03-16T07:58:24.518519+00:00,hyperliquid,BTC,0.00409,300.43095,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73455.0,,2026-03-16T07:58:24.533833+00:00,hyperliquid,BTC,0.00409,300.43095,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73603.0,,2026-03-16T08:01:24.343813+00:00,hyperliquid,BTC,0.00404,297.35612000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73603.0,,2026-03-16T08:01:24.363907+00:00,hyperliquid,BTC,0.00404,297.35612000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73634.0,,2026-03-16T08:04:35.434742+00:00,hyperliquid,BTC,0.00392,288.64528,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xb756c89e73c8711a881c009e10f79b1566f80cdb,,,
,,long,,73634.0,,2026-03-16T08:04:36.724889+00:00,hyperliquid,BTC,0.00392,288.64528,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xb756c89e73c8711a881c009e10f79b1566f80cdb,,,
,,long,,73591.0,,2026-03-16T08:02:05.333755+00:00,hyperliquid,BTC,0.00392,288.47672,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73591.0,,2026-03-16T08:02:07.473136+00:00,hyperliquid,BTC,0.00392,288.47672,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73655.0,,2026-03-16T08:04:05.428190+00:00,hyperliquid,BTC,0.00391,287.99105000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73655.0,,2026-03-16T08:04:05.459154+00:00,hyperliquid,BTC,0.00391,287.99105000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73465.0,,2026-03-16T07:57:05.295791+00:00,hyperliquid,BTC,0.00392,287.9828,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73465.0,,2026-03-16T07:57:05.311988+00:00,hyperliquid,BTC,0.00392,287.9828,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73641.0,,2026-03-16T08:03:06.081243+00:00,hyperliquid,BTC,0.00391,287.93631000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73641.0,,2026-03-16T08:03:06.639498+00:00,hyperliquid,BTC,0.00391,287.93631000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73626.0,,2026-03-16T08:05:35.433207+00:00,hyperliquid,BTC,0.00391,287.87766000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73626.0,,2026-03-16T08:05:35.446184+00:00,hyperliquid,BTC,0.00391,287.87766000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73624.0,,2026-03-16T08:06:05.296059+00:00,hyperliquid,BTC,0.00391,287.86984,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73624.0,,2026-03-16T08:06:05.305489+00:00,hyperliquid,BTC,0.00391,287.86984,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73621.0,,2026-03-16T08:02:37.520859+00:00,hyperliquid,BTC,0.00391,287.85811,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xf5d889840ff183c72b0b57aac895303eee76f226,,,
,,long,,73621.0,,2026-03-16T08:02:39.198436+00:00,hyperliquid,BTC,0.00391,287.85811,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xf5d889840ff183c72b0b57aac895303eee76f226,,,
,,long,,73432.0,,2026-03-16T07:59:36.224827+00:00,hyperliquid,BTC,0.00392,287.85344,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xe29d84a6f37858d7f8017be454ee35726511e525,,,
,,long,,73432.0,,2026-03-16T07:59:36.572445+00:00,hyperliquid,BTC,0.00392,287.85344,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xe29d84a6f37858d7f8017be454ee35726511e525,,,
