exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address,order_type,avg_price,order_status
,,short,,73655.0,,2026-03-16T08:03:13.427684+00:00,hyperliquid,BTC,0.00051,37.56405,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73655.0,,2026-03-16T08:03:14.219392+00:00,hyperliquid,BTC,0.00051,37.56405,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73626.0,,2026-03-16T08:05:13.869800+00:00,hyperliquid,BTC,0.00051,37.549260000000004,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73626.0,,2026-03-16T08:05:13.881235+00:00,hyperliquid,BTC,0.00051,37.549260000000004,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73623.0,,2026-03-16T08:04:43.276746+00:00,hyperliquid,BTC,0.00051,37.54773,0xb3a38662575bdf1541013ce987934dba919851ea,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73623.0,,2026-03-16T08:04:43.285124+00:00,hyperliquid,BTC,0.00051,37.54773,0xb3a38662575bdf1541013ce987934dba919851ea,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73619.0,,2026-03-16T08:02:14.269333+00:00,hyperliquid,BTC,0.00051,37.54569,0xa62b923a112d50d03e1e096bbd53422490dac104,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73619.0,,2026-03-16T08:02:14.271290+00:00,hyperliquid,BTC,0.00051,37.54569,0xa62b923a112d50d03e1e096bbd53422490dac104,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73615.0,,2026-03-16T08:03:43.372734+00:00,hyperliquid,BTC,0.00051,37.54365,0x56811550b50c940db1f8acfc3341e7a6101660eb,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73615.0,,2026-03-16T08:03:43.388622+00:00,hyperliquid,BTC,0.00051,37.54365,0x56811550b50c940db1f8acfc3341e7a6101660eb,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73609.0,,2026-03-16T08:01:43.883972+00:00,hyperliquid,BTC,0.00051,37.54059,0xc8264ebc379e26946e7d31ae4746c27182849755,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73609.0,,2026-03-16T08:01:44.924244+00:00,hyperliquid,BTC,0.00051,37.54059,0xc8264ebc379e26946e7d31ae4746c27182849755,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73469.0,,2026-03-16T07:57:43.677364+00:00,hyperliquid,BTC,0.00051,37.469190000000005,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73469.0,,2026-03-16T07:57:44.283105+00:00,hyperliquid,BTC,0.00051,37.469190000000005,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73467.0,,2026-03-16T07:56:43.818007+00:00,hyperliquid,BTC,0.00051,37.46817,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73467.0,,2026-03-16T07:56:44.349463+00:00,hyperliquid,BTC,0.00051,37.46817,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73457.0,,2026-03-16T07:56:13.441156+00:00,hyperliquid,BTC,0.00051,37.46307,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73457.0,,2026-03-16T07:56:13.441969+00:00,hyperliquid,BTC,0.00051,37.46307,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73457.0,,2026-03-16T07:58:13.377677+00:00,hyperliquid,BTC,0.00051,37.46307,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73457.0,,2026-03-16T07:58:13.406046+00:00,hyperliquid,BTC,0.00051,37.46307,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73445.0,,2026-03-16T07:59:13.853121+00:00,hyperliquid,BTC,0.00051,37.456950000000006,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73445.0,,2026-03-16T07:59:16.857172+00:00,hyperliquid,BTC,0.00051,37.456950000000006,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73421.0,,2026-03-16T07:59:43.466775+00:00,hyperliquid,BTC,0.00051,37.44471,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73421.0,,2026-03-16T07:59:46.113706+00:00,hyperliquid,BTC,0.00051,37.44471,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73650.0,,2026-03-16T08:04:13.428446+00:00,hyperliquid,BTC,0.0005,36.825,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73650.0,,2026-03-16T08:04:13.441470+00:00,hyperliquid,BTC,0.0005,36.825,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73634.0,,2026-03-16T08:02:44.263842+00:00,hyperliquid,BTC,0.0005,36.817,0x2cb562384765bea1612ceb60007e315f904fbe86,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73634.0,,2026-03-16T08:02:44.311103+00:00,hyperliquid,BTC,0.0005,36.817,0x2cb562384765bea1612ceb60007e315f904fbe86,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73617.0,,2026-03-16T08:05:43.661473+00:00,hyperliquid,BTC,0.0005,36.8085,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73617.0,,2026-03-16T08:05:43.675772+00:00,hyperliquid,BTC,0.0005,36.8085,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73594.0,,2026-03-16T08:01:15.047823+00:00,hyperliquid,BTC,0.0005,36.797000000000004,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73594.0,,2026-03-16T08:01:16.120702+00:00,hyperliquid,BTC,0.0005,36.797000000000004,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73464.0,,2026-03-16T07:57:14.225281+00:00,hyperliquid,BTC,0.0005,36.732,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73464.0,,2026-03-16T07:57:14.820165+00:00,hyperliquid,BTC,0.0005,36.732,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73459.0,,2026-03-16T08:00:15.703831+00:00,hyperliquid,BTC,0.0005,36.7295,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73459.0,,2026-03-16T08:00:16.734531+00:00,hyperliquid,BTC,0.0005,36.7295,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73458.0,,2026-03-16T07:58:43.473608+00:00,hyperliquid,BTC,0.0005,36.729,0xb3a38662575bdf1541013ce987934dba919851ea,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,short,,73458.0,,2026-03-16T07:58:44.655738+00:00,hyperliquid,BTC,0.0005,36.729,0xb3a38662575bdf1541013ce987934dba919851ea,0x072177e3d373031b7a0957e7bde1a9ea96f819ab,,,
,,long,,73624.0,,2026-03-16T08:06:08.147070+00:00,hyperliquid,BTC,0.00036,26.504640000000002,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73624.0,,2026-03-16T08:06:08.446084+00:00,hyperliquid,BTC,0.00036,26.504640000000002,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73621.0,,2026-03-16T08:01:36.233494+00:00,hyperliquid,BTC,0.00036,26.50356,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,,,
,,long,,73621.0,,2026-03-16T08:01:38.034587+00:00,hyperliquid,BTC,0.00036,26.50356,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,,,
,,long,,73621.0,,2026-03-16T08:02:37.521560+00:00,hyperliquid,BTC,0.00036,26.50356,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xf5d889840ff183c72b0b57aac895303eee76f226,,,
,,long,,73621.0,,2026-03-16T08:02:39.199137+00:00,hyperliquid,BTC,0.00036,26.50356,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xf5d889840ff183c72b0b57aac895303eee76f226,,,
,,long,,73614.0,,2026-03-16T08:05:06.661271+00:00,hyperliquid,BTC,0.00036,26.501040000000003,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,,,
,,long,,73614.0,,2026-03-16T08:05:09.606801+00:00,hyperliquid,BTC,0.00036,26.501040000000003,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,,,
,,long,,73608.0,,2026-03-16T08:03:37.641597+00:00,hyperliquid,BTC,0.00036,26.498880000000003,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xb3a38662575bdf1541013ce987934dba919851ea,,,
,,long,,73608.0,,2026-03-16T08:03:40.475914+00:00,hyperliquid,BTC,0.00036,26.498880000000003,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xb3a38662575bdf1541013ce987934dba919851ea,,,
,,long,,73493.0,,2026-03-16T08:00:36.419596+00:00,hyperliquid,BTC,0.00036,26.45748,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x3f44bea4da5d8a3f5a6c45db6526008bdf568438,,,
,,long,,73493.0,,2026-03-16T08:00:36.443498+00:00,hyperliquid,BTC,0.00036,26.45748,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x3f44bea4da5d8a3f5a6c45db6526008bdf568438,,,
,,long,,73465.0,,2026-03-16T07:57:07.128691+00:00,hyperliquid,BTC,0.00036,26.447400000000002,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73465.0,,2026-03-16T07:57:07.196976+00:00,hyperliquid,BTC,0.00036,26.447400000000002,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73458.0,,2026-03-16T07:58:06.339927+00:00,hyperliquid,BTC,0.00036,26.44488,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73458.0,,2026-03-16T07:58:06.343746+00:00,hyperliquid,BTC,0.00036,26.44488,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73445.0,,2026-03-16T07:59:06.894678+00:00,hyperliquid,BTC,0.00036,26.4402,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73445.0,,2026-03-16T07:59:07.169460+00:00,hyperliquid,BTC,0.00036,26.4402,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73655.0,,2026-03-16T08:04:06.435531+00:00,hyperliquid,BTC,0.00035,25.77925,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73655.0,,2026-03-16T08:04:06.451673+00:00,hyperliquid,BTC,0.00035,25.77925,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73634.0,,2026-03-16T08:04:36.725530+00:00,hyperliquid,BTC,0.00035,25.7719,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xb756c89e73c8711a881c009e10f79b1566f80cdb,,,
,,long,,73634.0,,2026-03-16T08:04:39.600244+00:00,hyperliquid,BTC,0.00035,25.7719,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xb756c89e73c8711a881c009e10f79b1566f80cdb,,,
,,long,,73626.0,,2026-03-16T08:05:38.065323+00:00,hyperliquid,BTC,0.00035,25.769099999999998,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73626.0,,2026-03-16T08:05:38.078226+00:00,hyperliquid,BTC,0.00035,25.769099999999998,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73588.0,,2026-03-16T08:01:06.402690+00:00,hyperliquid,BTC,0.00035,25.7558,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,,,
,,long,,73588.0,,2026-03-16T08:01:08.998239+00:00,hyperliquid,BTC,0.00035,25.7558,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,,,
,,long,,73474.0,,2026-03-16T07:56:36.910754+00:00,hyperliquid,BTC,0.00035,25.7159,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73474.0,,2026-03-16T07:56:36.915145+00:00,hyperliquid,BTC,0.00035,25.7159,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73465.0,,2026-03-16T07:57:36.477617+00:00,hyperliquid,BTC,0.00035,25.71275,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73465.0,,2026-03-16T07:57:36.500102+00:00,hyperliquid,BTC,0.00035,25.71275,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73446.0,,2026-03-16T08:00:06.562483+00:00,hyperliquid,BTC,0.00035,25.7061,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x31dea2516beee92135b96f464eeec3cf292a13f2,,,
,,long,,73446.0,,2026-03-16T08:00:06.586419+00:00,hyperliquid,BTC,0.00035,25.7061,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x31dea2516beee92135b96f464eeec3cf292a13f2,,,
,,long,,73422.0,,2026-03-16T07:59:36.400720+00:00,hyperliquid,BTC,0.00035,25.6977,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x588432f54227364caf999a6df88dbf86a90f4772,,,
,,long,,73422.0,,2026-03-16T07:59:36.573113+00:00,hyperliquid,BTC,0.00035,25.6977,0x622fc18a3f1a616a331b96e4c17f1b457feb5c6f,0x588432f54227364caf999a6df88dbf86a90f4772,,,
,,long,,73616.0,,2026-03-16T08:01:35.475668+00:00,hyperliquid,BTC,0.00034,25.02944,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xdb05464921892e648aa111cd93fc63fef169e7df,,,
,,long,,73616.0,,2026-03-16T08:01:38.033778+00:00,hyperliquid,BTC,0.00034,25.02944,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xdb05464921892e648aa111cd93fc63fef169e7df,,,
,,short,,73621.0,,2026-03-16T08:02:29.369044+00:00,hyperliquid,BTC,0.00031,22.82251,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73621.0,,2026-03-16T08:02:29.371228+00:00,hyperliquid,BTC,0.00031,22.82251,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73436.0,,2026-03-16T07:59:30.770359+00:00,hyperliquid,BTC,0.00029,21.29644,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73436.0,,2026-03-16T07:59:30.865546+00:00,hyperliquid,BTC,0.00029,21.29644,0x7905ab92e4b52ce4ae2ad4be66b051997d705aa8,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,long,,73430.0,,2026-03-16T08:00:02.397042+00:00,hyperliquid,BTC,0.00029,21.2947,0x1805e1c7683929768c541c142d541224f1076737,0x6b88a88bb58477625e26f6603a26a19f0fb2c313,,,
,,long,,73430.0,,2026-03-16T08:00:02.549764+00:00,hyperliquid,BTC,0.00029,21.2947,0x1805e1c7683929768c541c142d541224f1076737,0x6b88a88bb58477625e26f6603a26a19f0fb2c313,,,
,,short,,73623.0,,2026-03-16T08:05:58.551344+00:00,hyperliquid,BTC,0.00028,20.61444,0xb3a38662575bdf1541013ce987934dba919851ea,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73623.0,,2026-03-16T08:05:58.828656+00:00,hyperliquid,BTC,0.00028,20.61444,0xb3a38662575bdf1541013ce987934dba919851ea,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73613.0,,2026-03-16T08:03:28.393002+00:00,hyperliquid,BTC,0.00028,20.611639999999998,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73613.0,,2026-03-16T08:03:28.394396+00:00,hyperliquid,BTC,0.00028,20.611639999999998,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73474.0,,2026-03-16T07:57:00.095153+00:00,hyperliquid,BTC,0.00028,20.572719999999997,0xe29d84a6f37858d7f8017be454ee35726511e525,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73474.0,,2026-03-16T07:57:00.112817+00:00,hyperliquid,BTC,0.00028,20.572719999999997,0xe29d84a6f37858d7f8017be454ee35726511e525,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73471.0,,2026-03-16T08:00:30.182689+00:00,hyperliquid,BTC,0.00028,20.571879999999997,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73471.0,,2026-03-16T08:00:30.193814+00:00,hyperliquid,BTC,0.00028,20.571879999999997,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73654.0,,2026-03-16T08:03:58.503027+00:00,hyperliquid,BTC,0.00027,19.88658,0x13558be785661958932ceac35ba20de187275a42,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73654.0,,2026-03-16T08:04:00.884078+00:00,hyperliquid,BTC,0.00027,19.88658,0x13558be785661958932ceac35ba20de187275a42,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,long,,73465.0,,2026-03-16T07:57:20.160677+00:00,hyperliquid,BTC,0.00026,19.1009,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73465.0,,2026-03-16T07:57:22.247755+00:00,hyperliquid,BTC,0.00026,19.1009,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,short,,73610.0,,2026-03-16T08:01:28.549891+00:00,hyperliquid,BTC,0.00025,18.4025,0xb3a38662575bdf1541013ce987934dba919851ea,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73610.0,,2026-03-16T08:01:28.596658+00:00,hyperliquid,BTC,0.00025,18.4025,0xb3a38662575bdf1541013ce987934dba919851ea,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,long,,73589.0,,2026-03-16T08:01:19.564747+00:00,hyperliquid,BTC,0.00025,18.39725,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73589.0,,2026-03-16T08:01:19.583438+00:00,hyperliquid,BTC,0.00025,18.39725,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73492.0,,2026-03-16T08:00:50.041914+00:00,hyperliquid,BTC,0.00025,18.373,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73492.0,,2026-03-16T08:00:50.049600+00:00,hyperliquid,BTC,0.00025,18.373,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73468.0,,2026-03-16T07:56:49.603351+00:00,hyperliquid,BTC,0.00025,18.367,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73468.0,,2026-03-16T07:56:50.676969+00:00,hyperliquid,BTC,0.00025,18.367,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73465.0,,2026-03-16T07:57:49.764072+00:00,hyperliquid,BTC,0.00025,18.36625,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,,,
,,long,,73465.0,,2026-03-16T07:57:49.771293+00:00,hyperliquid,BTC,0.00025,18.36625,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,,,
,,short,,73461.0,,2026-03-16T07:57:58.988371+00:00,hyperliquid,BTC,0.00025,18.36525,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73461.0,,2026-03-16T07:57:59.043933+00:00,hyperliquid,BTC,0.00025,18.36525,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,long,,73460.0,,2026-03-16T07:58:49.436187+00:00,hyperliquid,BTC,0.00025,18.365000000000002,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73460.0,,2026-03-16T07:58:49.441550+00:00,hyperliquid,BTC,0.00025,18.365000000000002,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,short,,73459.0,,2026-03-16T07:58:59.293276+00:00,hyperliquid,BTC,0.00025,18.36475,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73459.0,,2026-03-16T07:58:59.374910+00:00,hyperliquid,BTC,0.00025,18.36475,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,long,,73456.0,,2026-03-16T07:56:21.412825+00:00,hyperliquid,BTC,0.00025,18.364,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73456.0,,2026-03-16T07:56:22.454468+00:00,hyperliquid,BTC,0.00025,18.364,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,,,
,,long,,73449.0,,2026-03-16T07:58:19.421717+00:00,hyperliquid,BTC,0.00025,18.36225,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1,,,
,,long,,73449.0,,2026-03-16T07:58:19.644705+00:00,hyperliquid,BTC,0.00025,18.36225,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1,,,
,,long,,73445.0,,2026-03-16T07:59:19.280338+00:00,hyperliquid,BTC,0.00025,18.361250000000002,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,,,
,,long,,73445.0,,2026-03-16T07:59:19.293143+00:00,hyperliquid,BTC,0.00025,18.361250000000002,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,,,
,,long,,73410.0,,2026-03-16T07:59:49.316051+00:00,hyperliquid,BTC,0.00025,18.3525,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xd13d96f7b6bb6dd3ad865e23f1265e5885f1069c,,,
,,long,,73410.0,,2026-03-16T07:59:49.321497+00:00,hyperliquid,BTC,0.00025,18.3525,0xa1fbb4209f9f12e0f60f301653cc86b469908800,0xd13d96f7b6bb6dd3ad865e23f1265e5885f1069c,,,
,,short,,73643.0,,2026-03-16T08:04:59.835107+00:00,hyperliquid,BTC,0.00023,16.93789,0xde236b0b3b367d5ad2a2c42b914bded79d03fe28,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73643.0,,2026-03-16T08:05:00.099767+00:00,hyperliquid,BTC,0.00023,16.93789,0xde236b0b3b367d5ad2a2c42b914bded79d03fe28,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73600.0,,2026-03-16T08:02:00.458187+00:00,hyperliquid,BTC,0.00023,16.928,0x5a87e9062a11544ec5a173abf1dbbc52bb48c7d6,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73600.0,,2026-03-16T08:02:00.559229+00:00,hyperliquid,BTC,0.00023,16.928,0x5a87e9062a11544ec5a173abf1dbbc52bb48c7d6,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73406.0,,2026-03-16T07:59:59.963339+00:00,hyperliquid,BTC,0.00023,16.88338,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73406.0,,2026-03-16T08:00:00.186000+00:00,hyperliquid,BTC,0.00023,16.88338,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
,,short,,73636.0,,2026-03-16T08:05:28.529806+00:00,hyperliquid,BTC,0.00022,16.199920000000002,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,0x28f0233472b6a44e170e002a72845ca100be4a7e,,,
